id;english;french
4507;Cheese, mozzarella, nonfat;Fromage mozzarella, sans gras;;
4508;Salad dressing, caesar dressing, regular;Vinaigrette, césar, régulière;;
4509;Salad dressing, coleslaw;Vinaigrette, salade de chou;;
4510;Salad dressing, green goddess, regular;Vinaigrette, green goddess, régulière;;
4511;Salad dressing, buttermilk as main ingredient;Vinaigrette, à base de babeurre;;
4512;Salad dressing, blue cheese, low calorie;Vinaigrette, fromage bleue, hypocalorique;;
4513;Salad dressing, caesar, low Calorie;Vinaigrette, césar, hypocalorique;;
4514;Sweets, syrups, dietetic;Confiseries, sirop, diététique;;
4515;Sweets, jams and preserves, dietetic (with sodium saccharin), any flavour;Confiseries, confitures et conserves, diététique (avec saccharine), toutes saveurs;;
4516;Candies, caramel with nuts, chocolate covered;Bonbons, caramel avec noix, enrobé de chocolat;;
4517;Candies, nougat, with almonds;Bonbons, nougat, avec amandes;;
4518;Candies, gum drops, lower in Calories (sorbitol);Bonbons, jujubes, moins de Calories (sorbitol);;
4519;Candies, hard, sorbitol sweetened;Bonbons, durs (sucre d'orge), sucré au sorbitol;;
4520;Candies, chocolate covered, dietetic or low calorie;Bonbons, enrobage de chocolat, diététique ou hypocalorique;;
4521;Candies, chewing gum, sugarless;Bonbons, gomme à mâcher, sans sucre;;
4522;Milk shake, not chocolate, dry mix, unprepared;Lait frappé, non au chocolat, mélange sec, non préparé;;
4523;Sweets, pie fillings, cherry, low calorie;Confiseries, garniture à tarte, cerise, hypocalorique;;
4524;Snacks, pretzels, soft;Grignotises, bretzels, mous;;
4525;Beans, chili, barbecue, ranch style, cooked;Haricots, chili, barbecue, ranch, cuit;;
4526;Vermicelli, made from soy, dry;Vermicelles de soya, sec;;
4527;Beans, liquid from stewed kidney beans;Haricots, rouges, liquide seulement;;
4528;Meatless, chicken;Viande, simili, poulet;;
4529;Meatless, fish sticks;Viande, simili, poisson;;
4530;Wiener (frankfurter), meatless;Saucisse fumée, simili viande;;
4531;Meatless, luncheon slices;Viande, simili, viande froide;;
4532;Meatless, meatballs;Viande, simili, boulettes de viande;;
4533;Vegetarian fillets;Filet, végétarien;;
4534;Meatless, sandwich spread;Viande, simili, tartinade à sandwich;;
4535;Vegetarian stew;Ragoût, végétarien;;
4536;Vegetarian meat loaf or patty;Végétarien, pain de viande ou galette;;
4537;Radish, hawaiian style, pickled;Radis, à l'hawaïenne, mariné;;
4538;Cabbage, japanese style, fresh, pickled;Chou, à la japonaise, frais, mariné;;
4539;Cabbage, mustard, with salt;Chou, moutarde, sel ajouté;;
4540;Eggplant, pickled;Aubergine, marinée;;
4541;Alcoholic, wine, cooking;Alcoolisé, vin de cuisine;;
4542;Alcoholic, table wine, light;Alcoolisé, vin de table, léger;;
4543;Instant breakfast, powder, chocolate;Déjeuner instantané, poudre, chocolat;;
4544;Meatless, bacon bits;Viande, simili, bacon en miettes;;
4545;Butter replacement, without fat, powder;Beurre, succédané, sans gras, poudre;;
4546;Salad dressing, buttermilk, light;Vinaigrette, babeurre, légère;;
4547;Tomato sauce, unsalted;Tomate, sauce, sans sel;;
4548;Instant breakfast, powder, chocolate, sugar-free;Déjeuner instantané, poudre, chocolat, sans sucre;;
4549;Yogourt, fruit variety, fat free;Yogourt, variété de fruits, sans gras;;
4550;Whipped cream substitute, dietetic, powder, prepared;Crème, garniture fouettée, succédané, diététique, poudre, préparée;;
4551;Dessert, frozen, ice cream, sundae, prepackaged;Dessert, congelé, coupe glacée (sundae), préemballé;;
4552;Cheese, cottage, with vegetables;Fromage cottage, avec légumes;;
4553;Cheese, cream, light;Fromage à la crème, léger;;
4554;Cheese, processed, cheddar, low fat;Fromage fondu, cheddar, faible en gras;;
4555;Cheese spread, cream cheese base;Fromage fondu à tartiner, base de fromage à la crème;;
4556;Cheese, cheddar, imitation;Fromage cheddar, imitation;;
4557;Quail, cooked, total edible;Caille, cuite, portion comestible;;
4558;Pheasant, cooked, total edible;Faisan, cuit, portion comestible;;
4559;Egg, chicken, scrambled, frozen mixture;Oeuf, poule, brouillé, congelé;;
4560;Dove (includes squab), cooked;Pigeonneau (pigeon), cuit;;
4561;Pork, oriental style, dehydrated;Porc, style oriental, déshydraté;;
4562;Soybean, curd cheese;Fromage en grains, soya;;
4563;Potatoes, canned, drained solids, unsalted;Pomme de terre, conserve, solides égouttés, sans sel;;
4564;Vegetables, mixed, canned, unsalted;Légumes, macédoine, conserve, sans sel;;
4565;Pork, cured, ham, low sodium, cooked;Porc, salé, jambon, faible en sodium, cuit;;
4566;Pork, cured, ham, low sodium, lean and fat, cooked;Porc, salé, jambon, faible en sodium, maigre et gras, cuit;;
4567;Pork, smoked or cured, ham, low sodium, lean, cooked;Porc, fumé ou salé, jambon, faible en sodium, maigre, cuit;;
4568;Salad dressing, mayonnaise type, reduced fat;Vinaigrette, type mayonnaise, faible en gras;;
4569;Salad dressing, bacon and tomato;Vinaigrette, bacon et tomates;;
4570;Cheese, parmesan, low sodium;Fromage parmesan, faible en sodium;;
4571;Coffee, instant, mocha, powder, with whitener and low calorie sweetener;Café instantané, saveur moka, poudre, avec colorant à café et édulcorant;;
4572;Sauerkraut, canned, low sodium;Choucroute, conserve, faible en sodium;;
4573;Cheese, cottage, 1% M.F., unsalted;Fromage cottage, 1% M.G., sans sel;;
4574;Salad dressing, mayonnaise type, low sodium, reduced fat;Vinaigrette, type mayonnaise, faible en sodium, faible en gras;;
4575;Snacks, tortilla chips, unsalted;Grignotises, croustilles, tortilla, sans sel;;
4576;Juice, tomato and vegetable, low sodium;Jus, tomates et légumes, conserve, faible en sodium;;
4577;Turkey, wing, smoked, cooked, with skin, bone removed;Dindon, aile, fumée, avec peau, désossée;;
4578;Turkey, drumstick, smoked, cooked, with skin, bone removed;Dindon, pilon, fumé, cuit, avec peau, désossé;;
4579;Chocolate flavour drink, whey and milk based;Boisson, saveur de chocolat, base de lactosérum et lait;;
4580;Drink, apple cider flavour, powder, added vitamin C and sugar;Boisson, saveur de cidre doux, poudre, vitamine C et sucre ajoutés;;
4581;Pork, cured, bacon, broiled, pan-fried or roasted, reduced sodium;Porc, salé, bacon, grillé, sauté ou rôti, réduit en sodium;;
4582;Cheese, processed, swiss, low fat;Fromage fondu, Suisse, faible en gras;;
4583;Cranberry juice, unsweetened;Canneberge, jus, non sucré;;
4584;Bologna (baloney), beef, reduced sodium;Saucisson de bologne, boeuf, réduit en sodium;;
4585;Turnip greens, canned, unsalted;Navet, feuilles, conserve, sans sel;;
4586;Drink, apple cider flavour, powder, low calorie, with vitamin C, water added;Boisson, saveur de cidre doux, poudre, hypocalorique, vitamine C ajoutée, eau ajoutée;;
4587;Turkey, light or dark meat, smoked, cooked, with skin, bone removed;Dindon, viande blanche ou brune, fumée, cuite, avec peau, désossée;;
4588;Turkey, light or dark meat, smoked, cooked, skin and bone removed;Dindon, viande blanche ou brune, fumée, cuite, désossée, sans peau;;
4589;Hearts of palm, raw;Coeurs de palmier, crus;;
4590;Cheese, cottage, low fat, 1% M.F, with vegetables;Fromage cottage, faible en gras, 1% .M.G., avec légumes;;
4591;Cheese, processed, cheddar, low sodium;Fromage fondu, cheddar, faible en sodium;;
4592;Coffee, instant, powder, with whitener and low calorie sweetener;Café, instantané, poudre, avec colorant à café et édulcorant;;
4593;Juice drink, cranberry-apple  low calorie, with vitamin C added;Boisson au jus canneberges et pommes, hypocalorique, vitamine C ajoutée;;
4594;Cheese, swiss, low sodium;Fromage suisse, faible en sodium;;
4595;Yeast extract spread;Extrait de levure, tartinade;;
4596;Meatless, chicken, breaded, fried;Viande, simili, poulet, pané et frit;;
4597;Roll, pumpernickel;Pain mollet, seigle foncé ("pumpernickel");;
4598;Snacks, corn-based, extruded, chips, unsalted;Grignotises, base de maïs, extrudé, croustilles, sans sel;;
4599;Beans, baked, canned, unsalted;Haricots, au four, conserve, sans sel;;
4600;Yogourt, tofu;Yogourt, tofu;;
4601;Alcoholic beverage, rice (sake);Alcoolisé, riz (saké);;
4602;Jellyfish, dried, salted;Méduse, déshydratée, salée;;
4603;Wiener (frankfurter), low sodium;Saucisse fumée, faible en sodium;;
4604;Dessert, frozen, pop, with low calorie sweetener;Dessert, congelé, pop, avec édulcorant;;
4605;Snacks, tortilla chips, light (baked with less oil);Grignotises, croustilles, tortilla, léger, cuit au four avec moins d'huile;;
4606;Snacks, popcorn, microwave, low fat and sodium;Grignotises, mais soufflé au four à micro-ondes, faible en gras et sodium;;
4607;Cheese, swiss, low fat;Fromage suisse, faible en gras;;
4608;Breakfast bar, corn flake crust with fruit;Barre de petit déjeuner, croûte de flocons de maïs avec fruits;;
4609;Cheese, mozzarella, low sodium;Fromage mozzarella, faible en sodium;;
4610;Salad dressing, mayonnaise, no cholesterol;Vinaigrette, mayonnaise, sans cholestérol;;
4611;Salad dressing, mayonnaise, reduced fat, no cholesterol;Vinaigrette, mayonnaise, faible en gras, sans cholestérol;;
4612;Vegetable oil, corn, peanut and olive;Huile végétale, maïs, arachides et olives;;
4613;Cheese food, imitation;Fromage, préparation, imitation;;
4614;Celery flakes, dried;Flocons de céleri, déshydratés;;
4615;Dessert, pudding, chocolate, dry mix, instant, low calorie, unprepared;Dessert, pouding, chocolat, mélange sec, instantané, hypocalorique, non préparé;;
4616;Sweets, jellies, reduced sugar or no sugar, home preserved;Confiseries, gelées, réduit en sucre ou sans sucre, maison;;
4617;Sweets, pie fillings, blueberry, canned;Confiseries, garniture à tarte, bleuets, conserve;;
4618;Cocktail mix, non-alcoholic, concentrated, frozen;Préparation pour cocktail non alcoolisé, concentré, congelé;;
4619;Dessert, pudding, chocolate, dry mix, regular, low calorie, unprepared;Dessert, pouding, chocolat, mélange sec, régulier, hypocalorique, non préparé;;
4620;Dessert, pudding, all flavours except chocolate, dry mix, regular, low calorie, unprepared;Dessert, pouding, toutes saveurs sauf chocolat, mélange sec, régulier, hypocalorique, non préparé;;
4621;Dessert, pudding, all flavours except chocolate, dry mix, instant, low calorie, unprepared;Dessert, pouding, toutes saveurs sauf chocolat, mélange sec, instantané, hypocalorique, non préparé;;
4622;Drink, fruit flavour, powder, vitamin C added, sweetened;Boisson, saveur de fruits, poudre, vitamine C ajoutée, non sucrée;;
4623;Mackerel, salted;Maquereau, salé;;
4624;Mollusks, scallop (bay and sea), cooked, steamed;Mollusques, pétoncle (de baie ou géant), cuit à la vapeur;;
4625;Mollusks, snail, raw;Mollusques, escargot, cru;;
4626;Emu, ground, raw;Émeu, haché, cru;;
4627;Emu, ground, cooked, pan-broiled;Émeu, haché, cuit, grillé au poêlon;;
4628;Emu, fan fillet, raw;Émeu, filet de l'éventail, cru;;
4629;Emu, fan fillet, cooked, broiled;Émeu, filet de l'éventail, cuit, grillé;;
4630;Emu, flat fillet, raw;Émeu, filet plat, cru;;
4631;Emu, full rump, raw;Émeu, croupe, cru;;
4632;Emu, full rump, cooked, broiled;Émeu, croupe, cuit, grillé;;
4633;Emu, inside drum, raw;Émeu, intérieur de pilon, cru;;
4634;Emu, inside drum, cooked, broiled;Émeu, intérieur de pilon, cuit, grillé;;
4635;Emu, outside drum, raw;Émeu, extérieur de pilon, cru;;
4636;Emu, oyster, raw;Émeu, sot-l'y-laisse, cru;;
4637;Emu, top loin, cooked, broiled;Émeu,  haut de longe, cuit, grillé;;
4638;Ostrich, ground, raw;Autruche, hachée, crue;;
4639;Ostrich, ground, cooked, pan-broiled;Autruche, hachée, cuite, grillée au poêlon;;
4640;Ostrich, fan, raw;Autruche, l'éventail, crue;;
4641;Ostrich, inside leg, raw;Autruche, intérieur de pilon, crue;;
4642;Ostrich, inside leg, cooked;Autruche, intérieur de pilon, cuite;;
4643;Ostrich, inside strip, raw;Autruche, intérieur de cuisse, crue;;
4644;Ostrich, inside strip, cooked;Autruche, intérieur de cuisse, cuite;;
4645;Ostrich, outside leg, raw;Autruche, extérieur de pilon, cru;;
4646;Ostrich, outside strip, raw;Autruche, extérieur de cuisse, crue;;
4647;Ostrich, outside strip, cooked;Autruche, extérieur de cuisse, cuite;;
4648;Ostrich, oyster, raw;Autruche, sot-l'y-laisse, crue;;
4649;Ostrich, oyster, cooked;Autruche, sot-l'y-laisse, cuite;;
4650;Ostrich, round, raw;Autruche, ronde, crue;;
4651;Ostrich, tenderloin, raw;Autruche, filet, cru;;
4652;Ostrich, tip trimmed, raw;Autruche, pointe de cuisse, crue;;
4653;Ostrich, tip trimmed, cooked;Autruche, pointe de cuisse, cuite;;
4654;Ostrich, top loin, raw;Autruche, haut de longe, cru;;
4655;Ostrich, top loin, cooked;Autruche, haut de longe, cuit;;
4656;Bratwurst, veal, cooked;Saucisse bratwurst, veau, cuite;;
4657;Liverwurst spread;Saucisson de foie, tartinade;;
4658;Roast beef spread;Rôti de boeuf, tartinade;;
4659;Salami, pork, beef, reduced salt;Salami, porc et boeuf, moins de sel;;
4660;Sausage, Italian, sweet, link;Saucisse, Italienne, douce, chapelet;;
4661;Sausage, Polish, beef with chicken, hot;Saucisson polonais, boeuf et poulet, épicé;;
4662;Sausage, Polish, pork and beef, smoked;Saucisson polonais, porc et boeuf, fumé;;
4663;Sausage, pork and beef, with cheddar cheese, smoked;Saucisse, porc et boeuf, avec fromage cheddar, fumée;;
4664;Sausage, summer, pork and beef, sticks, with cheddar cheese;Saucisse d'été, porc et boeuf, bâtonnets, avec fromage cheddar;;
4665;Sausage, turkey, breakfast links, mild;Saucisse, dinde, en chapelet, douce;;
4666;Swisswurst, pork and beef, with swiss cheese, smoked;Saucisse, "swisswurst", porc et boeuf, avec fromage suisse, fumée;;
4667;Bacon and beef sticks;Bâtonnets de viande, bacon et boeuf;;
4668;Bratwurst, beef and pork, smoked;Saucisse bratwurst, boeuf et porc, fumée;;
4669;Bratwurst, chicken, cooked;Saucisse bratwurst, poulet, cuite;;
4670;Bratwurst, pork, beef and turkey, light, smoked;Saucisse bratwurst, porc, boeuf et dinde, légère, fumée;;
4671;Pastrami, beef, 98% fat free;Pastrami, boeuf, 98% sans gras;;
4672;Salami, Italian, pork;Salami italien, porc;;
4673;Sausage, Italian, turkey, smoked;Saucisse italienne, dinde, fumée;;
4674;Sausage, chicken, beef, pork, skinless, smoked;Saucisse, poulet, boeuf, porc, sans peau, fumée;;
4675;Sausage, turkey, hot, smoked;Saucisse, dinde, épicée, fumée;;
4676;Yachtwurst, with pistachio nuts, cooked;Saucisse, "yachtwurst", avec pistaches, cuite;;
4677;Beerwurst, pork and beef;Saucisson à la bière, porc et boeuf;;
4678;Chicken breast, fat free, mesquite flavour, sliced;Poulet, poitrine, sans gras, saveur de mesquite, tranché;;
4679;Chicken breast, oven-roasted, fat free, sliced;Poulet, poitrine, rôtie au four, sans gras, tranchée;;
4680;Kielbasa (kolbassa), Polish, turkey and beef, smoked;Saucisson kielbasa, polonais, porc et boeuf, fumé;;
4681;Chicken breast roll, oven-roasted;Roulé de poulet, poitrine, rôti au four;;
4682;Bologna (baloney), pork and turkey, light;Saucisson de bologne, porc et dinde, léger;;
4683;Bologna (baloney), pork, turkey and beef;Saucisson de bologne, porc, dinde et boeuf;;
4684;Ham, honey, smoked, cooked;Jambon, miel, fumé, cuit;;
4685;Wiener (frankfurter), pork;Saucisse fumée, porc;;
4686;Macaroni and cheese loaf, chicken, pork and beef;Pain de viande, macaroni et fromage, poulet, porc et boeuf;;
4687;Salami, Italian, pork and beef, dry, sliced, 50% less sodium;Salami italien, porc et boeuf, sec, tranché, 50% moins de sodium;;
4688;Pate, truffle flavour;Pâté de foie, truffles;;
4689;Turkey, breast, smoked, lemon pepper flavour, 97% fat free;Poitrine de dinde, fumée, poivre citronné, 97% sans gras;;
4690;Turkey, white, rotisserie, deli cut;Dinde, blanche, rôtisserie, charcuterie;;
4691;Wiener (frankfurter), beef, heated;Saucisse fumée, boeuf, chauffée;;
4692;Wiener (frankfurter), meat, heated;Saucisse fumée, viande, chauffée;;
4693;Wiener (frankfurter), meat;Saucisse fumée, viande;;
4694;Potato, Russet, flesh and skin, baked;Pomme de terre, Russet, chair et pelure, cuite au four;;
4695;Potato, white, flesh and skin, baked;Pomme de terre, blanche, chair et pelure, cuite au four;;
4696;Potato, red, flesh and skin, baked;Pomme de terre, rouge, chair et pelure, cuite au four;;
4697;Nuts, cashew nuts, raw;Noix, noix d'acajou (cajous, anacardes), crues;;
4698;Coffee, instant, mocha, powder, with whitener and low calorie sweetener, decaffeinated;Café, instantané, saveur moka, poudre, avec colorant à café et édulcorant, décaféiné;;
4699;Drink, orange flavour, vitamin C added, low calorie, powder;Boisson, orange, vitamine C ajoutée, hypocalorique, poudre;;
4700;Game meat, bison, ground, raw;Gibier, viande, bison, haché, cru;;
4701;Game meat, bison, ground, cooked, pan-broiled;Gibier, viande, bison, haché, cuit, grillé au poêlon;;
4702;Game meat, bison, top sirloin, separable lean only, steak, cooked, broiled;Gibier, viande, bison, haut de surlonge, maigre, bifteck, cuit, grillé;;
4703;Game meat, bison, chuck, shoulder clod, roast, lean, braised;Gibier, viande, bison, épaule, rôti pointe d'épaule, maigre, cuit, braisé;;
4704;Game meat, bison, chuck, shoulder clod roast, lean, raw;Gibier, viande, bison, épaule, rôti pointe d'épaule, maigre, cru;;
4705;Game meat, bison, rib eye, lean, steak, cooked, broiled;Gibier, viande, bison, bifteck de faux-filet, maigre, cuit, grillé;;
4706;Game meat, bison, top round, lean, steak, cooked, broiled;Gibier, viande, bison, intérieur de ronde, maigre, bifteck, cuit, grillé;;
4707;Game meat, bison, top round, lean, steak, raw;Gibier, viande, bison, intérieur de ronde, maigre, bifteck, cru;;
4708;Game meat, elk, ground, raw;Gibier, viande, wapiti (élan) haché, cru;;
4709;Game meat, elk, ground, cooked, pan-broiled;Gibier, viande, wapiti (élan), haché, cuit, grillé au poêlon;;
4710;Game meat, elk, loin, separable lean only, cooked, broiled;Gibier, viande, wapiti (élan), longe, maigre, cuit, grillé;;
4711;Game meat, elk, round, separable lean only, cooked, broiled;Gibier, viande, wapiti (élan), ronde, maigre, cuit, grillé;;
4712;Game meat, elk, tenderloin, separable lean only, cooked, broiled;Gibier, viande, wapiti (élan), filet, maigre, cuit, grillé;;
4713;Game meat, deer (venison), ground, raw;Gibier, viande de  chevreuil (venaison), haché, cru;;
4714;Game meat, deer (venison), ground, cooked, pan-broiled;Gibier, viande de chevreuil (venaison), haché, cuit, grillé au poêlon;;
4715;Game meat, deer (venison), loin, separable lean only, 1" steak, cooked, broiled;Gibier, viande de chevreuil (venaison), longe, maigre, bifteck 1", cuit, grillé;;
4716;Game meat, deer (venison), shoulder clod roast, lean, braised;Gibier, viande de chevreuil (venaison), rôti de pointe d'épaule, maigre, braisé;;
4717;Game meat, deer (venison), tenderloin, roast, lean, broiled;Gibier, viande de chevreuil (venaison), filet, rôti, maigre, grillé;;
4718;Game meat, deer (venison), top round, separable lean only, 1" steak, cooked, broiled;Gibier, viande de chevreuil (venaison), intérieur de ronde, maigre, bifteck 1", cuit, grillé;;
4719;Candies, TWIZZLERS NIBS CHERRY BITS;Bonbons, TWIZZLERS NIBS CHERRY BITS;;
4720;Dessert, frozen, ice cream, chocolate, light;Dessert, congelé, crème glacée, chocolat, léger;;
4721;Sweets, topping, chocolate flavour hazelnut spread;Confiseries, garniture, tartinade au chocolat et noisettes;;
4722;Candies, YORK BITES;Bonbons, YORK BITES;;
4723;Dessert, pudding, chocolate, dry mix, instant, prepared with whole milk;Dessert, pouding, chocolat, mélange sec, instantané, préparé avec lait entier;;
4724;Dessert, pudding, vanilla, dry mix, instant, prepared with whole milk;Dessert, pouding, vanille, mélange sec, instantané, préparé avec lait entier;;
4725;Dessert, pudding, vanilla, ready-to-eat, fat free;Dessert, pouding, vanille, prêt-à-manger, sans gras;;
4726;Dessert, pudding, tapioca, ready-to-eat, fat free;Dessert, pouding, tapioca, prêt-à-manger, sans gras;;
4727;Dessert, pudding, chocolate, ready-to-eat, fat free;Dessert, pouding, chocolat, prêt-à-manger, sans gras;;
4728;Candies, MILK CHOCOLATE WITH ALMOND BITES;Bonbons, chocolat au lait avec amandes, bouchées;;
4729;Candies, REESE'S BITES;Bonbons, REESE'S bouchées;;
4730;Candies,  ALMOND JOY BITES;Bonbons, ALMOND JOY bouchées;;
4731;Candies, sugar-coated almonds;Bonbons, amandes dragées;;
4732;Pectin, liquid;Pectine, liquide;;
4733;Dessert, frozen, ice cream, vanilla, light, no sugar added, chocolate coated;Dessert, congelé, crème glacée, vanille, légèrer, sans sucre, enrobée de chocolat;;
4734;Dessert, frozen yogourt, chocolate, nonfat milk, with low calorie sweetener;Dessert, congelé, yogourt glacé, chocolat, lait écrémé, édulcorant hypocalorique;;
4735;Dessert, frozen, juice, orange;Dessert, congelé, jus, orange;;
4736;Dessert, frozen, juice with cream;Dessert, congelé, jus et crème;;
4737;Dessert, frozen, ice cream, chocolate, rich;Dessert, congelé, crème glacée, chocolat, riche;;
4738;Cereal, hot, oats, Quick: Robin Hood, prepared, Robin Hood;Céréale, chaude, gruau, Rapide: Robin Hood, préparée, Robin Hood;;
4739;Margarine, tub, canola and safflower oils, R-S-F (reduced saturated fat), Becel;Margarine, molle, huiles de canola et carthame, R-G-S (réduite en graisses saturées), Becel;;
4740;Margarine, tub, with olive oil, Becel;Margarine, molle, avec huile d'olive, Becel;;
4741;Coffee substitute, cereal grain beverage, powder, with 2% milk;Café, succédané, boisson de céréales, poudre, avec lait 2% M.G.;;
4742;Game meat, native, bearded seal meat, raw;Gibier, viande, autochtone, phoque barbu, viande, crue;;
4743;Game meat, native, bearded seal meat, boiled;Gibier, viande, autochtone, phoque barbu, viande, bouillie;;
4744;Game meat, native, bearded seal, intestine, raw;Gibier, viande, autochtone, phoque barbu, intestin, cru;;
4745;Game meat, native, bearded seal, intestine, boiled;Gibier, viande, autochtone, phoque barbu, intestin, bouilli;;
4746;Game meat, native, bearded seal, blubber, raw;Gibier, viande, autochtone, phoque barbu, lard, cru;;
4747;Game meat, native, beluga, blubber, raw;Gibier, viande, autochtone, béluga, lard, cru;;
4748;Game meat, native, beluga, blubber, boiled;Gibier, viande, autochtone, béluga, lard, bouilli;;
4749;Game meat, native, beluga, muktuk, raw;Gibier, viande, autochtone, béluga, muktuk, cru;;
4750;Game meat, native, beluga, muktuk, boiled;Gibier, viande, autochtone, béluga, muktuk, bouilli;;
4751;Animal fat, native, beluga oil;Gras animal, autochtone, huile de béluga;;
4752;Game meat, native, beluga, meat, dried;Gibier, viande, autochtone, béluga, viande, déshydratée;;
4753;Game meat, native, narwhal, flippers, aged;Gibier, viande, autochtone, narval, nageoires, vieillies;;
4754;Game meat, native, narwhal, meat, dried;Gibier, viande, autochtone, narval, viande, déshydratée;;
4755;Game meat, native, narwhal, blubber, raw;Gibier, viande, autochtone, narval, lard, cru;;
4756;Game meat, native, narwhal, blubber, aged;Gibier, viande, autochtone, narval, lard, vieilli;;
4757;Game meat, native, narwhal, blubber, boiled;Gibier, viande, autochtone, narval, lard, bouilli;;
4758;Game meat, native, narwhal, skin (muktuk), raw;Gibier, viande, autochtone, narval, peau (muktuk), crue;;
4759;Game meat, native, narwhal, skin (muktuk), boiled;Gibier, viande, autochtone, narval, peau (muktuk), bouillie;;
4760;Game meat, native, narwhal, skin (muktuk), aged;Gibier, viande, autochtone, narval, peau (muktuk), vieillie;;
4761;Game meat, native, ringed seal, blubber, raw;Gibier, viande, autochtone, phoque annelé, lard, cru;;
4762;Game meat, native, ringed seal, blubber, aged, liquid;Gibier, viande, autochtone, phoque annelé, lard, vieilli, liquide;;
4763;Game meat, native, ringed seal, blubber, aged, solid;Gibier, viande, autochtone, phoque annelé, lard, vieilli, solide;;
4764;Game meat, native, ringed seal, blubber, boiled;Gibier, viande, autochtone, phoque annelé, lard, bouilli;;
4765;Game meat, native, ringed seal, meat, raw;Gibier, viande, autochtone, phoque annelé, viande, crue;;
4766;Game meat, native, ringed seal, meat, boiled;Gibier, viande, autochtone, phoque annelé, viande, bouillie;;
4767;Game meat, native, ringed seal, meat, aged;Gibier, viande, autochtone, phoque annelé, viande, vieillie;;
4768;Game meat, native, ringed seal, heart, raw;Gibier, viande, autochtone, phoque annelé, coeur, cru;;
4769;Game meat, native, ringed seal, brain, raw;Gibier, viande, autochtone, phoque annelé, cervelle, crue;;
4770;Game meat, native, ringed seal, eyes, raw;Gibier, viande, autochtone, phoque annelé, yeux, crus;;
4771;Game meat, native, ringed seal, liver, raw;Gibier, viande, autochtone, phoque annelé, foie, cru;;
4772;Game meat, native, ringed seal, pup, raw;Gibier, viande, autochtone, phoque annelé, bébé phoque, cru;;
4773;Game meat, native, ringed seal, pup, boiled;Gibier, viande, autochtone, phoque annelé, bébé phoque, bouilli;;
4774;Game meat, native, walrus, blubber, raw;Gibier, viande, autochtone, morse, lard, cru;;
4775;Game meat, native, walrus, blubber, boiled;Gibier, viande, autochtone, morse, lard, bouilli;;
4776;Game meat, native, walrus, blubber, aged;Gibier, viande, autochtone, morse, lard, vieilli;;
4777;Game meat, native, walrus, meat, boiled;Gibier, viande, autochtone, morse, viande, bouillie;;
4778;Game meat, native, walrus, meat, aged;Gibier, viande, autochtone, morse, viande, vieillie;;
4779;Game meat, native, walrus, skin (muktuk), raw;Gibier, viande, autochtone, morse, peau (muktuk), crue;;
4780;Game meat, native, walrus, skin (muktuk), aged;Gibier, viande, autochtone, morse, peau (muktuk), vieillie;;
4781;Game meat, native, walrus, flippers, mattak, aged;Gibier, viande, autochtone, morse, nageoires, mattak, vieillies;;
4782;Game meat, native, ringed seal, flippers, mattak, aged;Gibier, viande, autochtone, phoque annelé, nageoires, mattak, vieillies;;
4783;Game meat, native, beaver, meat, dried;Gibier, viande, autochtone, castor, viande, déshydratée;;
4784;Game meat, native, beaver, feet, roasted;Gibier, viande, autochtone, castor, pieds, rôtis;;
4785;Game meat, native, beaver, tail, roasted;Gibier, viande, autochtone, castor, queue, rôtie;;
4786;Game meat, native, beaver, liver, raw;Gibier, viande, autochtone, castor, foie, cru;;
4787;Game meat, native, caribou (reindeer), bone marrow, cooked;Gibier, viande, autochtone, caribou (renne), moelle osseuse, cuite;;
4788;Game meat, native, caribou (reindeer), fat, raw;Gibier, viande, autochtone, caribou (renne), gras, cru;;
4789;Game meat, native, caribou (reindeer), meat, dried;Gibier, viande, autochtone, caribou, (renne), viande, déshydratée;;
4790;Game meat, native, caribou (reindeer), meat, aged;Gibier, viande, autochtone, caribou, (renne), viande, vieillie;;
4791;Game meat, native, caribou (reindeer), brain, raw;Gibier, viande, autochtone, caribou, (renne), cervelle, crue;;
4792;Game meat, native, caribou (reindeer), brain, boiled;Gibier, viande, autochtone, caribou, (renne), cervelle, bouillie;;
4793;Game meat, native, caribou (reindeer), heart, raw;Gibier, viande, autochtone, caribou, (renne), coeur, cru;;
4794;Game meat, native, caribou (reindeer), heart, boiled;Gibier, viande, autochtone, caribou, (renne), coeur, bouilli;;
4795;Game meat, native, caribou (reindeer), lungs, raw;Gibier, viande, autochtone, caribou, (renne), poumons, crus;;
4796;Game meat, native, caribou (reindeer), stomach, raw;Gibier, viande, autochtone, caribou, (renne), estomac, cru;;
4797;Game meat, native, caribou (reindeer), stomach, contents;Gibier, viande, autocht., caribou, (renne), estomac, contenus stomacaux;;
4798;Game meat, native, caribou (reindeer), liver, raw;Gibier, viande, autochtone, caribou, (renne), foie, cru;;
4799;Game meat, native, caribou (reindeer), liver, baked;Gibier, viande, autochtone, caribou, (renne), foie, cuit au four;;
4800;Game meat, native, caribou (reindeer), tongue, raw;Gibier, viande, autochtone, caribou, (renne), langue, crue;;
4801;Game meat, native, caribou (reindeer), tongue, cooked;Gibier, viande, autochtone, caribou, (renne), langue, cuite;;
4802;Game meat, native, moose, dried;Gibier, viande, autochtone, orignal, déshydratée;;
4803;Game meat, native, moose, bone marrow, raw;Gibier, viande, autochtone, orignal, moelle osseuse, crue;;
